doi,title,source,nnaa_track,pmid,journal,pub_date,abstract,nnaa_compound,ai_article_type,ai_pass,ai_rationale_zh,ai_nnaa_category,ai_synthesis_method,ai_has_pathway_or_synthesis,ai_compound,fetched_at,publication_types,ai_domain_relevant,ai_has_experiment,lit_type_zh
10.1021/ja047597t,Catalytic enantio- and diastereoselective aldol reactions of glycine-derived silicon enolate with aldehydes: an efficient approach to the asymmetric synthesis of anti-beta-hydroxy-alpha-amino acid derivatives.,pubmed,chemical,15281803,Journal of the American Chemical Society,2004-Aug-04,We have developed an efficient method for the asymmetric synthesis of anti-beta-hydroxy-alpha-amino acid derivatives based on highly enantio- and diastereoselective aldol reactions of the silicon enolate derived from N-trifluoroacetylglycinate with aldehydes using a chiral zirconium catalyst. The resulting N-trifluoroacetyl group is easily cleaved under either acidic or basic conditions and can be used directly as a protecting group for further transformations.,,research_article,true,开发了甘氨酸衍生硅烯醇盐与醛的不对称aldol反应，高效合成anti-β-羟基-α-氨基酸衍生物，明确描述化学合成路线及保护基策略。,chemical,chemical,yes,anti-beta-hydroxy-alpha-amino acid derivatives,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1039/b405856a,"beta-Pseudopeptide foldamers. The homo-oligomers of (4R)-(2-oxo-1,3-oxazolidin-4-yl)-acetic acid (D-Oxac).",pubmed,chemical,15280953,Organic & biomolecular chemistry,2004-Aug-07,"A total synthesis in solution and a conformational analysis of the homo-oligomers of (4R)-(2-oxo-1,3-oxazolidin-4-yl)-acetic acid (D-Oxac) to the tetramer level are described. As the D-Oxac building block contains both an oxazolidin-2-one and a beta-amino acid group, it may represent a new type of conformationally constrained tool for the construction of beta-pseudopeptide foldamers. A conformational investigation using NMR and an extensive, unconstrained analysis with a Monte Carlo search to the octamer level, both in water and in chloroform, showed that these homo-oligomers tend to fold in a regular helical structure in a competitive solvent, such as water. Since aqueous solutions are of major relevance for biological systems, these molecules are good candidates for application to these environments.",,research_article,true,"合成了(4R)-(2-氧代-1,3-噁唑烷-4-基)-乙酸（D-Oxac）的同源寡聚体，该单体兼具噁唑烷酮和β-氨基酸结构，属于构象约束型非天然氨基酸。",chemical,chemical,yes,"(4R)-(2-oxo-1,3-oxazolidin-4-yl)-acetic acid",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1016/j.jmb.2004.05.023,How insulin binds: the B-chain alpha-helix contacts the L1 beta-helix of the insulin receptor.,pubmed,chemical,15276842,Journal of molecular biology,2004-Aug-06,"Binding of insulin to the insulin receptor plays a central role in the hormonal control of metabolism. Here, we investigate possible contact sites between the receptor and the conserved non-polar surface of the B-chain. Evidence is presented that two contiguous sites in an alpha-helix, Val(B12) and Tyr(B16), contact the receptor. Chemical synthesis is exploited to obtain non-standard substitutions in an engineered monomer (DKP-insulin). Substitution of Tyr(B16) by an isosteric photo-activatable derivative (para-azido-phenylalanine) enables efficient cross-linking to the receptor. Such cross-linking is specific and maps to the L1 beta-helix of the alpha-subunit. Because substitution of Val(B12) by larger side-chains markedly impairs receptor binding, cross-linking studies at B12 were not undertaken. Structure-function relationships are instead probed by side-chains of similar or smaller volume: respective substitution of Val(B12) by alanine, threonine, and alpha-aminobutyric acid leads to activities of 1(+/-0.1)%, 13(+/-6)%, and 14(+/-5)% (relative to DKP-insulin) without disproportionate changes in negative cooperativity. NMR structures are essentially identical with native insulin. The absence of transmitted structural changes suggests that the low activities of B12 analogues reflect local perturbation of a ""high-affinity"" hormone-receptor contact. By contrast, because position B16 tolerates alanine substitution (relative activity 34(+/-10)%), the contribution of this neighboring interaction is smaller. Together, our results support a model in which the B-chain alpha-helix, functioning as an essential recognition element, docks against the L1 beta-helix of the insulin receptor.",Abu,research_article,true,文章利用化学合成将para-azido-phenylalanine（光活化NNAA）和alpha-aminobutyric acid引入胰岛素类似物，研究受体结合，涉及NNAA的化学合成与应用，摘要未详述合成步骤但明确提及化学合成获得非标准取代物。,chemical,chemical,unclear,"para-azido-phenylalanine, alpha-aminobutyric acid",2026-07-23 18:45:34,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",true,yes,研究论文
10.1021/ol049020m,Solid-phase synthesis and stereochemical assignments of tenuecyclamides A-D employing heterocyclic amino acids derived from commercially available Fmoc alpha-amino acids.,pubmed,chemical,15255707,Organic letters,2004-Jul-22,"[reaction: see text] The solid-phase assembly of heterocyclic amino acids enabled the total synthesis of numerous diastereoisomers of tenuecyclamides A-D, establishing or correcting the stereochemistry of each natural product. This strategy provides a very efficient route to synthesize thiazole- and oxazole-containing macrolactams from heterocyclic amino acids that are readily prepared from Fmoc-alpha-amino acids. This methodology appears to be broadly applicable to the synthesis of natural product libraries incorporating unnatural heterocyclic amino acid residues for the purpose of drug discovery.",,research_article,true,使用市售Fmoc-α-氨基酸制备杂环非天然氨基酸（噻唑/噁唑类），并用于tenuecyclamides全合成，明确涉及NNAA化学构建。,chemical,chemical,yes,"thiazole-containing amino acids, oxazole-containing amino acids",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",true,yes,研究论文
10.1021/ol049248+,Asymmetric synthesis of quaternary alpha- and beta-amino acids and beta-lactams via proline-catalyzed mannich reactions with branched aldehyde donors.,pubmed,chemical,15255677,Organic letters,2004-Jul-22,"[reaction: see text] L-Proline-catalyzed direct asymmetric Mannich reactions of N-PMP protected alpha-imino ethyl glyoxylate with various alpha,alpha-disubstituted aldehydes affords quaternary beta-formyl alpha-amino acid derivatives with excellent yields and enantioselectivities. The Mannich products are further converted to the corresponding quaternary alpha- and beta-amino acids and beta-lactams.",,research_article,true,通过脯氨酸催化的Mannich反应合成季碳α-和β-氨基酸（非天然氨基酸），并转化为β-内酰胺，属NNAA化学合成。,chemical,chemical,yes,"quaternary alpha-amino acids, quaternary beta-amino acids",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",true,yes,研究论文
10.1039/b404205k,"Total synthesis and biological evaluation of +-kalkitoxin, a cytotoxic metabolite of the cyanobacterium Lyngbya majuscula.",pubmed,chemical,15254638,Organic & biomolecular chemistry,2004-Jul-21,"+-Kalkitoxin, a metabolite of the marine cyanobacterium Lyngbya majuscula, was synthesized from (R)-2-methylbutyric acid, (R)-cysteine, and (3S, 4S, 6S)-3,4,6-trimethyl-8-(methylamino)octanoic acid. A key step in the synthesis was installation of the anti,anti methyl stereotriad by means of a tandem asymmetric conjugate addition of an organocopper species to an alpha,beta-unsaturated N-acyl oxazolidin-2-one followed in situ by alpha-methylation of the resultant enolate. The thiazoline portion of kalkitoxin was assembled by titanium tetrachloride catalyzed cyclization of a vinyl substituted amido thiol.",,research_article,true,"合成了海洋蓝藻代谢物±-kalkitoxin，其结构包含(3S,4S,6S)-3,4,6-三甲基-8-(甲氨基)辛酸和(R)-半胱氨酸衍生物，前者为非天然氨基酸单元。",chemical,chemical,yes,"(3S,4S,6S)-3,4,6-trimethyl-8-(methylamino)octanoic acid",2026-07-23 18:45:34,"Journal Article; Research Support, U.S. Gov't, P.H.S.",true,yes,研究论文
10.1039/b404679j,Studies towards the total synthesis of batzelladine A.,pubmed,chemical,15254627,Organic & biomolecular chemistry,2004-Jul-21,"Application of a diastereoselective three-component coupling to the bicyclic core of the batzelladine alkaloids is described. The synthesis features the elaboration of glutamic acid by use of Eschenmoser sulfide contraction. An earlier approach is also included, which shows some limitations of dithiane chemistry when applied to the particular compounds required for this target.",,research_article,true,在batzelladine A合成研究中使用谷氨酸为起始原料，通过Eschenmoser硫缩合进行结构修饰，涉及非天然氨基酸中间体的构建。,chemical,chemical,yes,glutamic acid derivative,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1021/ja049689o,alpha-Aminoallylation of aldehydes with ammonia: stereoselective synthesis of homoallylic primary amines.,pubmed,chemical,15186148,Journal of the American Chemical Society,2004-Jun-16,"Three-component reactions of aldehydes, ammonia, and allylboronates were found to provide homoallylic primary amines in high yields with high chemo- and stereoselectivities. A two-step, one-pot, stereoselective synthesis of an uncommon alpha-amino acid, alloisoleucine, was achieved utilizing this reaction.",,research_article,true,通过三组分反应实现高立体选择性合成罕见α-氨基酸alloisoleucine，明确将其作为非标准氨基酸进行合成。,chemical,chemical,yes,alloisoleucine,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1021/jo0497499,"A practical total synthesis of hapalosin, a 12-membered cyclic depsipeptide with multidrug resistance-reversing activity, by employing improved segment coupling and macrolactonization.",pubmed,chemical,15176838,The Journal of organic chemistry,2004-Jun-11,"A practical total synthesis of hapalosin, a compound with multidrug resistance-reversing activity, has been carried out using an unprecedented macrolactonization strategy. One of the features of the new approach is the straightforward and fully stereocontrolled access to the key gamma-amino beta-hydroxy carboxylic acid subunit via an efficient acetate aldol addition reaction with N-methyl alpha-aminoaldehydes, which relies on a camphor-derived chiral lithium acetate enolate reagent. The scope of this aldol reaction is investigated and its potential application to the synthesis of other structurally related, biologically relevant compounds illustrated. Remarkably, the chiral tether in the resulting gamma-amino aldol adducts sterically protect the carbonyl group, thus avoiding intramolecular cyclization during the amino group deprotection and the subsequent segment coupling event. After successful segment coupling and smooth, clean release of the chiral auxiliary, a new macrolactonization protocol, based on the principle of double activation of both reactive sites, is applied, which leads to the 12-membered macrolactone hapalosin in unprecedented chemical efficiency.",,research_article,true,合成了hapalosin中的γ-氨基-β-羟基羧酸单元，该结构属于非天然氨基酸（β-羟基-γ-氨基酸），并开发了基于手性乙酸烯醇盐的立体控制醛醇反应路线。,chemical,chemical,yes,gamma-amino beta-hydroxy carboxylic acid,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1021/jo040127x,Asymmetric synthesis of cyclic alpha-amino phosphonates using masked oxo sulfinimines (N-sulfinyl imines).,pubmed,chemical,15153008,The Journal of organic chemistry,2004-May-28,"Five-, six-, and seven-membered cyclic alpha-amino phosphonates, amino acid surrogates, are prepared in enantiomerically pure form via the highly diastereomeric addition of metal phosphonates to masked oxo sulfinimines. Hydrolysis of the resulting masked oxo alpha-amino phosphonates followed by reduction of the intermediate cyclic imino phosphonates affords the title compounds in good yield.",,research_article,true,合成了五至七元环状α-氨基膦酸酯（氨基酸模拟物），属于非天然氨基酸衍生物的不对称合成。,chemical,chemical,yes,cyclic alpha-amino phosphonates,2026-07-23 18:45:34,"Journal Article; Research Support, U.S. Gov't, P.H.S.",true,yes,研究论文
10.1016/j.bmc.2004.03.042,"Functionalised 2,3-dimethyl-3-aminotetrahydrofuran-4-one and N-(3-oxo-hexahydrocyclopenta[b]furan-3a-yl)acylamide based scaffolds: synthesis and cysteinyl proteinase inhibition.",pubmed,chemical,15142551,Bioorganic & medicinal chemistry,2004-Jun-01,"A stereoselective synthesis of functionalised (2R,3R)-2,3-dimethyl-3-amidotetrahydrofuran-4-one, its (2S,3R)-epimer and (3aR,6aR)-N-(3-oxo-hexahydrocyclopenta[b]furan-3a-yl)acylamide cysteinyl proteinase inhibitors has been developed using Fmoc-protected scaffolds 6-8 in a solid-phase combinatorial strategy. Within these scaffolds, the introduction of an alkyl substituent alpha to the ketone affords chiral stability to an otherwise configurationally labile molecule. Preparation of scaffolds 6-8 required stereoselective syntheses of suitably protected alpha-diazomethylketone intermediates 9-11, derived from appropriately protected alpha-methylthreonines (2R,3R)-12, (2R,3S)-13 and a protected analogue of (1R,2R)-1-amino-2-hydroxycyclopentanecarboxylic acid 14. Application of standard methods for the preparation of amino acid alpha-diazomethylketones, through treatment of the mixed anhydride or pre-formed acyl fluorides of intermediates 12-14 with diazomethane, proved troublesome giving complex mixtures. However, the desired alpha-diazomethylketones were isolated and following a lithium chloride/acetic acid promoted insertion reaction provided scaffolds 6-8. Elaboration of 6-8 on the solid phase gave alpha,beta-dimethyl monocyclic ketone based inhibitors 38a-f, 39a,b,d,e,f and bicyclic inhibitors 40a-e that exhibited low micromolar activity against a variety of cysteinyl proteinases.",,research_article,true,文章报告了以α-甲基苏氨酸（alpha-methylthreonine，一种非天然氨基酸）及1-氨基-2-羟基环戊烷羧酸（非天然氨基酸）为关键中间体的立体选择性化学合成路线，用于制备半胱氨酸蛋白酶抑制剂支架，含具体合成步骤和立体化学控制。,chemical,chemical,yes,"alpha-methylthreonine, 1-amino-2-hydroxycyclopentanecarboxylic acid",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1016/j.bbrc.2004.04.033,"A novel 3-step enantioselective synthesis of pyrenylalanine with subsequent incorporation into opioid, CCK, and melanotropin ligands.",pubmed,chemical,15120606,Biochemical and biophysical research communications,2004-May-28,"Pyrene possesses unique spectroscopic properties such as a high quantum yield, a long half-life in the excited state, and the ability to form excimers when in proximity to each other in the excited state. These properties allow pyrenylalanine, which is a pyrene moiety incorporated into an amino acid, to be used as a fluorescent probe in peptides and proteins. The common route for the synthesis of pyrenylalanine involves 5 steps, with subsequent separation of the two isomers by recrystallization. This paper reports a novel 3-step asymmetric synthesis of pyrenylalanine with high enantioselectivity, good yields, and facile isomer purification. After synthesis, pyrenylalanine was incorporated into a series of opioid, CCK, and melanotropin peptide ligands in order to study the effects of aromaticity, lipophilicity, and steric properties on their potency and efficacy at their corresponding biological receptors. The change in binding and efficacy of the labeled ligands as compared to the unlabeled ligands demonstrates the possible role of lipophilicity/aromaticity in the binding and signal transduction of the ligand-receptor interaction.",,research_article,true,文章报告了pyrenylalanine（芘丙氨酸）的新型3步不对称合成路线，具有高对映选择性和良好收率，核心贡献是NNAA的化学合成方法学。,chemical,chemical,yes,pyrenylalanine,2026-07-23 18:45:34,"Journal Article; Research Support, U.S. Gov't, P.H.S.",true,yes,研究论文
10.1002/anie.200353496,Highly enantioselective phase-transfer-catalytic alkylation of 2-phenyl-2-oxazoline-4-carboxylic acid tert-butyl ester for the asymmetric synthesis of alpha-alkyl serines.,pubmed,chemical,15114567,Angewandte Chemie (International ed. in English),2004-Apr-26,,,research_article,true,报道相转移催化烷基化合成α-烷基丝氨酸衍生物，丝氨酸为天然氨基酸，但α-烷基取代使其成为非天然氨基酸，属于化学合成NNAA。,chemical,chemical,yes,alpha-alkyl serines,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,unclear,研究论文
10.1039/b402531h,Asymmetric synthesis and applications of beta-amino Weinreb amides: asymmetric synthesis of (S)-coniine.,pubmed,chemical,15105931,Organic & biomolecular chemistry,2004-May-07,"Conjugate addition of lithium (S)-N-benzyl-N-alpha-methylbenzylamide to a range of alpha, beta-unsaturated Weinreb amides proceeds with high levels of diastereoselectivity (>95% de). The beta-amino Weinreb amide products may be transformed into beta-amino ketones via reactions with Grignard reagents, while treatment with DIBAL-H furnishes beta-amino aldehydes. Trapping of the aldehyde via Wadsworth-Emmons reaction and subsequent manipulation offers an efficient route to homochiral delta-amino acid derivatives and 2-substituted piperidines. The application of this methodology for the synthesis of (S)-coniine is demonstrated.",,research_article,true,发展了β-氨基Weinreb酰胺的不对称合成方法，并用于制备(S)-coniine；β-氨基酸衍生物属于非天然氨基酸范畴。,chemical,chemical,yes,"beta-amino Weinreb amides, (S)-coniine",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1039/b403694h,"A novel synthesis of amino-1,2-oxazinones as a versatile synthon for beta-amino acid derivatives.",pubmed,chemical,15105915,Organic & biomolecular chemistry,2004-May-07,"The radical addition-cyclisation of alpha, beta-unsaturated hydroxamates containing an oxime ether provides a novel method for the stereoselective synthesis of amino-1,2-oxazinones. Its synthetic utility is demonstrated by a stereoselective synthesis of beta-amino acid derivatives, such as alpha-alkyl-beta-amino-gamma-lactone and alpha,beta-disubstituted beta-lactam.",,research_article,true,"开发了氨基-1,2-氧杂嗪酮作为β-氨基酸衍生物的通用合成子，并展示了其转化为α-烷基-β-氨基-γ-内酯和β-内酰胺的能力。",chemical,chemical,yes,"beta-amino acid derivatives, alpha-alkyl-beta-amino-gamma-lactone, alpha,beta-disubstituted beta-lactam",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1021/ja031544e,Palladium-catalyzed arylation of trimethylsilyl enolates of esters and imides. High functional group tolerance and stereoselective synthesis of alpha-aryl carboxylic acid derivatives.,pubmed,chemical,15099101,Journal of the American Chemical Society,2004-Apr-28,"A general procedure for the palladium-catalyzed arylation of trimethylsilyl enolates of esters and imides is reported. In the presence of ZnF2 or Zn(O-t-Bu)2 as an additive, the trimethylsilyl enolates of esters, including those bearing alpha-alkoxy derivatives, underwent arylation in high yield with high functional group tolerance. This arylation chemistry was extended to ester derivatives bearing chiral auxiliaries to form new tertiary stereocenters. The arylation of imides bearing the Evans auxiliary proceeded with selectivities up to 90% de. Further, the arylation of the ketal developed by Ley provided alpha-aryl glycolates with excellent diastereoselectivities (90 to >98% de). This reaction provides a convenient route to the synthesis of enantiopure alpha-aryl-alpha-hydroxy esters. Reactions conducted with Zn(O-t-Bu)2 as an additive occurred at room temperature to give enhanced diastereoselectivities with both chiral reagents. Mechanistic studies showed that the reaction conditions are neutral enough that the observed diastereomeric ratios reflect kinetic selectivities.",,research_article,true,报道了α-芳基羧酸衍生物的高立体选择性合成，该类化合物可作为非天然α-芳基氨基酸的前体；方法适用于制备含叔碳手性中心的非天然氨基酸衍生物。,chemical,chemical,yes,alpha-aryl carboxylic acid derivatives,2026-07-23 18:45:34,"Journal Article; Research Support, U.S. Gov't, P.H.S.",true,yes,研究论文
10.1073/pnas.0307725101,Stereoselective terminal functionalization of small peptides for catalytic asymmetric synthesis of unnatural peptides.,pubmed,chemical,15079083,Proceedings of the National Academy of Sciences of the United States of America,2004-Apr-20,"The asymmetric phase-transfer catalytic alkylation of peptides has been achieved by the use of designed C(2)-symmetric chiral quaternary ammonium bromide 1 as catalyst. Excellent stereoselectivities were uniformly observed in the alkylation with a variety of alkyl halides and the efficiency of the transmission of stereochemical information was not affected by the side-chain structure of the preexisting amino acid residues. This method also enables an asymmetric construction of noncoded alpha,alpha-dialkyl-alpha-amino acid residues at the peptide terminal. Since this chirality can be efficiently transferred to the adjacent amino acid moiety, our approach provides a general procedure not only for the highly stereoselective terminal functionalization of peptides but also for the sequential asymmetric construction of unnatural oligopeptides, which should play a vital role in the peptide-based drug discovery process.",,research_article,true,"报道通过不对称相转移催化在肽末端构建非编码α,α-二烷基-α-氨基酸残基，明确涉及NNAA化学合成及立体选择性控制。",chemical,chemical,yes,"alpha,alpha-dialkyl-alpha-amino acid",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1021/ol049619m,Catalytic asymmetric synthesis of glutamate analogues.,pubmed,chemical,15070318,Organic letters,2004-Apr-15,"Utilizing our lateral metalation coupled with Jacobsen's catalytic asymmetric amino nitrile synthesis, we have demonstrated the ability to synthesize isoxazole-containing amino acid glutamate analogues in high yield and high enantiomeric excesses. Chiral centers alpha or beta at the C-5 position do not detract from diastereoselectivity of the Jacobsen-Strecker reaction. [reaction: see text]",,research_article,true,合成异噁唑取代的谷氨酸类似物，虽以天然谷氨酸为母核，但引入非天然杂环且作为NNAA类似物进行不对称合成，属NNAA化学合成。,chemical,chemical,yes,isoxazole-containing glutamate analogues,2026-07-23 18:45:34,"Journal Article; Research Support, U.S. Gov't, P.H.S.",true,yes,研究论文
10.1021/jo035846a,"Enantioselective total synthesis of (1R,3S,4R,5R)-1-amino-4,5-dihydroxycyclopentane-1,3-dicarboxylic acid. A full-aldol access to carbaketose derivatives.",pubmed,chemical,15049672,The Journal of organic chemistry,2004-Apr-02,"The enantioselective synthesis of cyclopentanedicarboxylic amino acid 1, a novel rigid and functionalized L-glutamic acid analogue, has been achieved in 15 linear steps from silyloxypyrrole 3, utilizing L-glyceraldehyde 4 as the source of chirality. The key steps in the synthesis are three sequential aldol-based carbon-carbon bond-forming reactions: two crossed vinylogous aldol additions (2 + 3 --> 8 and 4 + 5 --> 10 + 11) and one intramolecular silylative aldolization (6 --> 7). En passant, the short syntheses of (2S)-2-hydroxymethylglutamic acid (16) and its (2R)-enantiomer ent-16, a potent metabotropic glutamate receptor agonist, have been achieved.",,research_article,true,报道了新型环戊烷二羧酸氨基酸（谷氨酸类似物）的不对称全合成，属于非天然氨基酸化学合成。,chemical,chemical,yes,"(1R,3S,4R,5R)-1-amino-4,5-dihydroxycyclopentane-1,3-dicarboxylic acid, (2S)-2-hydroxymethylglutamic acid",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1016/j.bbrc.2004.02.152,An observation of non-superimposable stereogeometrical features in a non-chiral one-component beta-Ala model peptide.,pubmed,chemical,15044088,Biochemical and biophysical research communications,2004-Apr-16,"This paper describes the chemical synthesis and crystal molecular conformation of a non-chiral beta-Ala containing model peptide Boc-beta-Ala-Acc5-OCH3. The analysis revealed the existence of two crystallographically independent molecules A and B, in the asymmetric unit. Unexpectedly, while the magnitudes of the backbone torsion angles in both molecules are remarkably similar, the signs of the corresponding torsion angles are reverse therefore, inclining us to suggest the existence of non-superimposable stereogeometrical features in a non-chiral one-component beta-Ala model system. The critical mu torsion angle around CbetaH2-CalphaH2 bond of the beta-Ala residue represents a typical gauche orientation i.e., mu = 67.7 degrees in A and mu = -61.2 degrees in B, providing the molecule an overall crescent shaped topology. The observed conformation contrasts markedly to those determined for the correlated non-chiral model peptides: Boc-beta-Ala-Acc6-OCH3 and Boc-beta-Ala-Aib-OCH3 signifying the role of stereocontrolling elements since the stereochemically constrained Calpha, alpha-disubstituted glycyl residues (e.g., Acc5, Acc6, and the prototype Aib) are known to strongly restrict the peptide backbone conformations in the 3(10)/alpha-helical-regions ( phi approximately +/-60+/-20 degrees, psi approximately +/-30+/-20 degrees) of the Ramachandran map. Unpredictably, the preferred, phi, psi torsion angles of the Acc5 residue fall outside the helical regions of the Ramachandran map and exhibit opposite-handed twists for A and B. The implications of the semi-extended conformation of the Acc5 residue in the construction of backbone-modified novel scaffolds and peptides of biological relevance are highlighted. Taken together, the results indicate that in short linear beta-Ala containing peptides specific structural changes can be induced by selective substitution of non-coded linear- or cyclic symmetrically Calpha,alpha-disubstituted glycines, reinstating the hypothesis that in addition to conformational restrictions, the chemical nature of the neighboring side-chain substituents and local environments collectively influences the stabilization of folding-unfolding behavior of the two methylene units of a beta-Ala residue.",Aib,research_article,true,"文章报告了含β-Ala和Aib等非天然氨基酸残基的模型肽的化学合成及晶体结构分析，核心研究对象包括β-氨基酸（β-Ala）和α,α-二取代甘氨酸（Aib、Acc5、Acc6）等NNAA，具有明确的合成内容。",chemical,chemical,yes,"beta-Ala, Aib, Acc5, Acc6",2026-07-23 18:45:34,"Comparative Study; Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't; Validation Study",true,yes,研究论文
10.1021/ol0499147,Synthesis of a Val-Pro diaminodiol dipeptide isostere by epoxyamine cyclization.,pubmed,chemical,15012089,Organic letters,2004-Mar-18,"[reaction: see text] The stereoselective synthesis of a novel proline-containing dipeptide isostere is described. Starting from l-valine, three new contiguous stereocenters are generated by asymmetric induction and epoxide chemistry, while the pyrrolidine ring of proline is introduced in the final step via intramolecular ring opening of the amino acid derived epoxyamine. Proline-containing peptidomimetics are potentially attractive as selective inhibitors of proline-specific enzymes, such as PPIases and retroviral proteases, and as analogues of bioactive peptides.",,research_article,true,合成了Val-Pro二肽拟似物（含环氧胺环化构建的二氨基二醇结构），属于非天然氨基酸衍生物的化学合成。,chemical,chemical,yes,Val-Pro diaminodiol dipeptide isostere,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1039/b401076k,"The first enantioselective synthesis of the amino acid, (2S,3S,4R)-gamma-hydroxyisoleucine using a palladium(II) catalysed 3,3-sigmatropic rearrangement.",pubmed,chemical,15007405,Organic & biomolecular chemistry,2004-Mar-21,"A synthetic route towards the synthesis of (2S,3S,4R)-gamma-hydroxyisoleucine, the amino acid component of the natural product, funebrine has been developed using as the key step, a palladium(II) catalysed 3,3-sigmatropic rearrangement to create the (2S)-stereogenic centre.",,research_article,true,"首次对映选择性合成了(2S,3S,4R)-γ-羟基异亮氨酸，该分子为非标准氨基酸（含γ-羟基），用于天然产物funebrine的合成。",chemical,chemical,yes,"(2S,3S,4R)-gamma-hydroxyisoleucine",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1039/b316142k,Total synthesis of (+)-belactosin A.,pubmed,chemical,14973582,"Chemical communications (Cambridge, England)",2004-Mar-07,"A concise first total synthesis of the antitumour antibiotic belactosin A is reported, involving coupling of beta-lactone carboxylic acid 3 with N-Ala-aminocyclopropyl alanine 11.",,research_article,true,完成了抗肿瘤抗生素belactosin A的全合成，其结构包含N-Ala-氨基环丙基丙氨酸，后者为非天然氨基酸单元，合成中涉及该NNAA的构建。,chemical,chemical,yes,N-Ala-aminocyclopropyl alanine,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1039/b313386a,Asymmetric synthesis of the stereoisomers of 2-amino-5-carboxymethyl-cyclopentane-1-carboxylate.,pubmed,chemical,14747865,Organic & biomolecular chemistry,2004-Feb-07,"The stereoisomers of 2-amino-5-carboxymethyl-cyclopentane-1-carboxylate may be prepared stereoselectively from diester derivatives of (E,E)-octa-2,6-diendioc acid, with the key step utilising the conjugate addition of homochiral lithium N-benzyl-N- alpha-methylbenzylamide. The trans-C(1)-C(2)-stereoisomers are readily prepared via a diastereoselective tandem conjugate addition cyclisation protocol with lithium (R)-N-benzyl-N- alpha-methylbenzylamide, with subsequent hydrogenolysis and ester hydrolysis giving the (1R,2R,5R)- and (1R,2R,5S)- beta-amino diacids in good yields. The preparation of the cis-C(1)-C(2)-stereoisomers utilises a protocol involving N-oxidation and Cope elimination of the major diastereoisomeric product arising from conjugate addition and cyclisation, giving homochiral (R)-5-carboxymethyl-cyclopentene-1-carboxylate. Conjugate addition of either lithium (R)- or (S)-N-benzyl-N- alpha-methylbenzylamide to (R)-5-carboxymethyl-cyclopentene-1-carboxylate, and diastereoselective protonation with 2,6-di-tert-butyl phenol gives, after hydrogenolysis and ester hydrolysis, the (1S,2R,5R)- and (1R,2S,5R)- beta-amino diacids in good yield. The use of (S)-N-benzyl-N- alpha-methylbenzylamide in the initial conjugate addition and cyclisation reaction, and subsequent repetition of the elimination and conjugate addition strategy allows stereoselective access to all stereoisomers of 2-amino-5-carboxymethyl-cyclopentane-1-carboxylate.",,research_article,true,实现了2-氨基-5-羧甲基-环戊烷-1-羧酸所有立体异构体的立体选择性合成，该化合物为环状β-氨基酸衍生物，属于NNAA。,chemical,chemical,yes,2-amino-5-carboxymethyl-cyclopentane-1-carboxylate,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
